Pays,Substance,Message
Mauritanie,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,N-phénylpipéridine-4-amine,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Phosphore rouge,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mauritanie,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Acide anthranilique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mauritanie,Pipéridine,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mauritanie,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Mauritanie,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mauritanie,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mauritanie,Toluéne,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mauritanie,Ether éthylique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mauritanie,Acétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mauritanie,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mauritanie,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mauritanie,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mauritanie,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mauritanie,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mayotte,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Alpha-phénylacétoacétamide,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Phényl 1 Propanone 2,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Acide N-acétylanthranilique,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Isosafrole (cis + trans),Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Pipéronal,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Safrole,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Chloroéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Chloropseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Ephédrine (matiére premiére),Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Pseudoéphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Noréphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Ergométrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Ergotamine,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Acide lysergique,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Huile de sassafras,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,N-phénylpipéridine-4-amine,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Phosphore rouge,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mayotte,Acide phénylacétique,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Acide anthranilique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mayotte,Pipéridine,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mayotte,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Acide chlorhydrique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mayotte,Acide sulfurique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mayotte,Toluéne,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mayotte,Ether éthylique,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mayotte,Acétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mayotte,Méthyléthylcétone,Pas d'autorisation requise au titre de la réglementation sur les précurseurs.
Mayotte,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Médicaments et médicaments vétérinaires contenant de l'éphédrine,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise sans autorisation à l'importation.
Mayotte,Médicaments et médicaments vétérinaires contenant de la pseudo-éphédrine (DCI) ou ses sels,Autorisation d'exportation requise sans autorisation à l'importation.
Mexique,Méthyl 3-(1.3-benzodioxol-5-yl)-2-méthyloxirane-2-carboxylate (méthylglycidate de PMK),Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Acide 3-(1.3-benzodioxol-5-yl)-2- méthyloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Alpha-phénylacétoacétamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Méthyl 2-méthyl-3-phényloxirane-2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Acide 2-méthyl-3-phényloxirane-2-carboxylique,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Méthyl alpha-phénylacétoacétate(MAPA),Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Phényl 1 Propanone 2,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mexique,Acide N-acétylanthranilique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mexique,Isosafrole (cis + trans),Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,3.4-Méthylénedioxy-phénylpropane-2-one,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mexique,Pipéronal,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mexique,Safrole,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mexique,Chloroéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Chloropseudoéphédrine,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Ephédrine (matiére premiére),Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Pseudoéphédrine,Importation interdite à destination + autorisation d'exportation.
Mexique,Noréphédrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mexique,Ergométrine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mexique,Ergotamine,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mexique,Acide lysergique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mexique,Huile de sassafras,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Alpha-phénylacétoacétonitrile,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,4-anilino-N-phénétyl-piperidine(ANPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,N-phénétyl-4-pipréridone(NPP),Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Alpha-phénylacétoacétate d'éthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,3-oxo-2-(3.4-méthylénedioxyphényl) butanoate de méthyle,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Diéthyl (phénylacétyl) propanédio ate,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Ethyl 3-(2H-1.3-benzodioxol-5- yl) 2-méthyloxirane 2-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,N-phénylpipéridine-4-amine,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Tert-butyl 4-anilinopipéridine-1-carboxylate,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,N-phényl-N-(pipéridine-4-yl) propanamide,Autorisation d'exportation requise mais pas d'information à l'importation.
Mexique,Anhydride acétique,Autorisation d'exportation requise sans autorisation à l'importation.
Mexique,Phosphore rouge,Pas d'autorisation d'exportation requise et pas d'information à l'importation.
Mexique,Acide phénylacétique,Autorisation d'exportation + autorisation d'importation (spécifique) nécessaires.
Mexique,Acide anthranilique,Autorisation d'exportation requise sans autorisation à l'importation.
Mexique,Pipéridine,Autorisation d'exportation requise sans autorisation à l'importation.
Mexique,Permanganate de potassium,Autorisation d'exportation requise sans autorisation à l'importation.
Mexique,Acide chlorhydrique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Mexique,Acide sulfurique,"Pas d'autorisation d'exportation requise, mais autorisation requise (spécifique) à l'importation."
Mexique,Toluéne,Autorisation d'exportation requise sans autorisation à l'importation.
